Smiles;Système de solvant;Composition;KD
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;Beta-Pinene Ethanol Water;6_3_1;-2.2873199
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;Beta-Pinene Ethanol Water;5,5_3,5_1;-2.34346428
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;Beta-Pinene Ethanol Water;5_4_1;-2.3486827
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;Beta-Pinene Ethanol Water;4,5_4,5_1;-2.36053346
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;Beta-Pinene Ethanol Water;4_5_1;-2.36089135
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;Beta-Pinene Ethanol Water;3,5_5,5_1;-2.3525092
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;Beta-Pinene Ethanol Water;3_6_1;-2.33442126
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;Beta-Pinene Ethanol Water;4,5_5_0,5;-2.151173
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;5_0_5;4.03372749
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;4,5_0,5_5;3.9836511
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;4_1_5;3.94737626
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;3,5_1,5_5;3.91848712
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;3_2_5;3.88888956
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;2,5_2,5_5;3.84391954
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;2_3_5;3.7676495
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;1,5_3,5_5;3.62302846
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;1_4_5;3.39560732
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;0,5_4,5_5;3.03159583
OCC1(C)C2CCC3(C)C4(C)CCC5(CCC(C)(C)CC5C4=CCC3C2(C)CCC1O)C(O)=O;1-Butanol DimethylCarbonate H2O;0_5_5;2.52817708
OCCCCC;Arizona;A;1.14308049
OCCCCC;Arizona;C;1.02445117
OCCCCC;Arizona;F;0.91915475
OCCCCC;Arizona;H;0.74904635
OCCCCC;Arizona;K;0.55557668
OCCCCC;Arizona;L;0.32914677
OCCCCC;Arizona;M;0.16308532
OCCCCC;Arizona;N;-0.00536153
OCCCCC;Arizona;P;-0.17837222
OCCCCC;Arizona;Q;-0.3778078
OCCCCC;Arizona;R;-0.60802811
OCCCCC;Arizona;T;-0.86863851
OCCCCC;Arizona;V;-1.21140605
OCCCCC;Arizona;X;-1.34308327
OCCCCC;Arizona;Z;-0.84892906
OCCCCC;ButylAcetate Ethanol Water;7_0_3;1.12571704
OCCCCC;ButylAcetate Ethanol Water;6,5_0,5_3;1.01885992
OCCCCC;ButylAcetate Ethanol Water;6_1_3;0.91347156
OCCCCC;ButylAcetate Ethanol Water;5,5_1,5_3;0.81123853
OCCCCC;ButylAcetate Ethanol Water;5_2_3;0.71396657
OCCCCC;ButylAcetate Ethanol Water;4,5_2,5_3;0.62343139
OCCCCC;ButylAcetate Ethanol Water;4_3_3;0.54057472
OCCCCC;ButylAcetate Ethanol Water;3,5_3,5_3;0.46529186
OCCCCC;ButylAcetate Ethanol Water;3_4_3;0.39641441
OCCCCC;ButylAcetate Ethanol Water;2,5_4,5_3;0.33191605
OCCCCC;CPME Ethanol Water;7_0_3;1.27151029
OCCCCC;CPME Ethanol Water;6,5_0,5_3;1.19870306
OCCCCC;CPME Ethanol Water;6_1_3;1.12020244
OCCCCC;CPME Ethanol Water;5,5_1,5_3;1.03160898
OCCCCC;CPME Ethanol Water;5_2_3;0.92862651
OCCCCC;CPME Ethanol Water;4,5_2,5_3;0.81122975
OCCCCC;CPME Ethanol Water;4_3_3;0.68097777
OCCCCC;CPME Ethanol Water;3,5_3,5_3;0.53894403
OCCCCC;1-Butanol AceticAcid Water;5_0_5;1.26283359
OCCCCC;1-Butanol AceticAcid Water;4,8_0,2_5;1.21716494
OCCCCC;1-Butanol AceticAcid Water;4,6_0,4_5;1.16964624
OCCCCC;1-Butanol AceticAcid Water;4,4_0,6_5;1.11997674
OCCCCC;1-Butanol AceticAcid Water;4,2_0,8_5;1.06781003
OCCCCC;1-Butanol AceticAcid Water;4_1_5;1.01272472
OCCCCC;1-Butanol AceticAcid Water;3,8_1,2_5;0.95417898
OCCCCC;1-Butanol AceticAcid Water;3,6_1,4_5;0.89146045
OCCCCC;MtBE Acetonitrile Water;5_0_5;1.15968626
OCCCCC;MtBE Acetonitrile Water;4,5_0,5_5;1.06412386
OCCCCC;MtBE Acetonitrile Water;4_1_5;0.97707424
OCCCCC;MtBE Acetonitrile Water;3,5_1,5_5;0.90149668
OCCCCC;MtBE Acetonitrile Water;3_2_5;0.85609984
OCCCCC;MtBE Acetonitrile Water;2,5_2,5_5;0.90975728
OCCCCC;MtBE Acetonitrile Water;2_3_5;0.7858237
OCCCCC;MtBE Acetonitrile Water;1,5_3,5_5;0.65265587
OCCCCC;Heptane Acetonitrile Methanol;5_0_5;-1.2826372
OCCCCC;Heptane Acetonitrile Methanol;5_0,5_4,5;-1.26428483
OCCCCC;Heptane Acetonitrile Methanol;5_1_4;-1.24464734
OCCCCC;Heptane Acetonitrile Methanol;5_1,5_3,5;-1.22244204
OCCCCC;Heptane Acetonitrile Methanol;5_2_3;-1.19609127
OCCCCC;Heptane Acetonitrile Methanol;5_2,5_2,5;-1.16412271
OCCCCC;Heptane Acetonitrile Methanol;5_3_2;-1.12589366
OCCCCC;Heptane Acetonitrile Methanol;5_3,5_1,5;-1.04626594
OCCCCC;Heptane Acetonitrile Methanol;5_4_1;-1.0264317
OCCCCC;Heptane Acetonitrile Methanol;5_4,5_0,5;-0.95950595
OCCCCC;Heptane Acetonitrile Methanol;5_5_0;-0.77741178
OCCCCC;1-Butanol EthylAcetate Water;5_0_5;1.26283359
OCCCCC;1-Butanol EthylAcetate Water;4,5_0,5_5;1.25628358
OCCCCC;1-Butanol EthylAcetate Water;4_1_5;1.25159602
OCCCCC;1-Butanol EthylAcetate Water;3,5_1,5_5;1.2477152
OCCCCC;1-Butanol EthylAcetate Water;3_2_5;1.24365249
OCCCCC;1-Butanol EthylAcetate Water;2,5_2,5_5;1.2384598
OCCCCC;1-Butanol EthylAcetate Water;2_3_5;1.2309937
OCCCCC;1-Butanol EthylAcetate Water;1,5_3,5_5;1.21967872
OCCCCC;1-Butanol EthylAcetate Water;1_4_5;1.20224916
OCCCCC;1-Butanol EthylAcetate Water;0,5_4,5_5;1.17561883
OCCCCC;1-Butanol EthylAcetate Water;0_5_5;1.13589771
OCCCCC;HEMWat;A;1.14308046
OCCCCC;HEMWat;C;0.94433919
OCCCCC;HEMWat;H;0.69321165
OCCCCC;HEMWat;K;0.53461992
OCCCCC;HEMWat;L;0.41615186
OCCCCC;HEMWat;M;0.2394609
OCCCCC;HEMWat;N;0.04837968
OCCCCC;HEMWat;P;-0.05560774
OCCCCC;HEMWat;Q;-0.26415388
OCCCCC;HEMWat;R;-0.50996961
OCCCCC;HEMWat;T;-0.79983889
OCCCCC;HEMWat;X;-1.32130063
OCCCCC;HEMWat;Z;-1.34744517
OCCCCC;Arizona Ethanol;A;1.13671003
OCCCCC;Arizona Ethanol;B;1.08671434
OCCCCC;Arizona Ethanol;C;1.02784923
OCCCCC;Arizona Ethanol;D;0.96861383
OCCCCC;Arizona Ethanol;F;0.92943011
OCCCCC;Arizona Ethanol;G;0.87106971
OCCCCC;Arizona Ethanol;H;0.77177028
OCCCCC;Arizona Ethanol;J;0.68849188
OCCCCC;Arizona Ethanol;K;0.56741459
OCCCCC;Arizona Ethanol;L;0.36810907
OCCCCC;Arizona Ethanol;M;0.16453482
OCCCCC;Arizona Ethanol;N;-0.02580767
OCCCCC;Arizona Ethanol;P;-0.22509142
OCCCCC;Arizona Ethanol;Q;-0.43565338
OCCCCC;Arizona Ethanol;R;-0.647691
OCCCCC;Arizona Ethanol;S;-0.79131673
OCCCCC;Arizona Ethanol;T;-0.85120926
OCCCCC;Arizona Ethanol;U;-0.95549043
OCCCCC;Arizona Ethanol;V;-1.00916323
OCCCCC;Arizona Ethanol;W;-1.04841894
OCCCCC;Arizona Ethanol;X;-1.09621624
OCCCCC;Heptane Ethanol Water;9_0_1;-0.21735695
OCCCCC;Heptane Ethanol Water;8,5_0,5_1;-0.69725591
OCCCCC;Heptane Ethanol Water;8_1_1;-0.93510237
OCCCCC;Heptane Ethanol Water;7,5_1,5_1;-1.04925825
OCCCCC;Heptane Ethanol Water;7_2_1;-1.13062572
OCCCCC;Heptane Ethanol Water;6,5_2,5_1;-1.16087033
OCCCCC;Heptane Ethanol Water;6_3_1;-1.19434224
OCCCCC;Heptane Ethanol Water;5,5_3,5_1;-1.21555879
OCCCCC;Heptane Ethanol Water;5_4_1;-1.22859455
OCCCCC;Heptane Ethanol Water;4,5_4,5_1;-1.23633427
OCCCCC;Heptane Ethanol Water;4_5_1;-1.24037621
OCCCCC;Heptane Ethanol Water;3,5_5,5_1;-1.24112119
OCCCCC;Heptane Ethanol Water;3_6_1;-1.23923142
OCCCCC;Heptane Ethanol Water;4,5_5_0,5;-1.22658917
OCCCCC;Beta-Pinene Ethanol Water;9_0_1;0.09226362
OCCCCC;Beta-Pinene Ethanol Water;8,5_0,5_1;-0.21635612
OCCCCC;Beta-Pinene Ethanol Water;8_1_1;-0.42997946
OCCCCC;Beta-Pinene Ethanol Water;7,5_1,5_1;-0.54376572
OCCCCC;Beta-Pinene Ethanol Water;7_2_1;-0.61265722
OCCCCC;Beta-Pinene Ethanol Water;6,5_2,5_1;-0.65221765
OCCCCC;Beta-Pinene Ethanol Water;6_3_1;-0.67423995
OCCCCC;Beta-Pinene Ethanol Water;5,5_3,5_1;-0.69300148
OCCCCC;Beta-Pinene Ethanol Water;5_4_1;-0.69703048
OCCCCC;Beta-Pinene Ethanol Water;4,5_4,5_1;-0.70207308
OCCCCC;Beta-Pinene Ethanol Water;4_5_1;-0.70356323
OCCCCC;Beta-Pinene Ethanol Water;3,5_5,5_1;-0.70234974
OCCCCC;Beta-Pinene Ethanol Water;3_6_1;-0.69816735
OCCCCC;Beta-Pinene Ethanol Water;4,5_5_0,5;-0.64788814
OCCCCC;1-Butanol DimethylCarbonate H2O;5_0_5;1.2622622
OCCCCC;1-Butanol DimethylCarbonate H2O;4,5_0,5_5;1.23902656
OCCCCC;1-Butanol DimethylCarbonate H2O;4_1_5;1.22037784
OCCCCC;1-Butanol DimethylCarbonate H2O;3,5_1,5_5;1.20426713
OCCCCC;1-Butanol DimethylCarbonate H2O;3_2_5;1.18866442
OCCCCC;1-Butanol DimethylCarbonate H2O;2,5_2,5_5;1.16955294
OCCCCC;1-Butanol DimethylCarbonate H2O;2_3_5;1.1425213
OCCCCC;1-Butanol DimethylCarbonate H2O;1,5_3,5_5;1.09796243
OCCCCC;1-Butanol DimethylCarbonate H2O;1_4_5;1.035085
OCCCCC;1-Butanol DimethylCarbonate H2O;0,5_4,5_5;0.9429502
OCCCCC;1-Butanol DimethylCarbonate H2O;0_5_5;0.8301777
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;A;2.41422837
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;C;1.9659704
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;F;1.65078783
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;H;1.14327682
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;K;0.50297149
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;L;-0.30220711
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;M;-0.88271458
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;N;-1.48170831
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;P;-2.07697963
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;Q;-2.82982298
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;R;-3.57250058
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;T;-4.43789193
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;V;-5.46492964
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;X;-5.68213071
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona;Z;-3.41823092
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;7_0_3;1.79151264
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;6,5_0,5_3;1.72147072
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;6_1_3;1.60659993
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;5,5_1,5_3;1.46892591
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;5_2_3;1.32128287
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;4,5_2,5_3;1.17270062
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;4_3_3;1.02867605
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;3,5_3,5_3;0.8917126
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;3_4_3;0.76174806
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;ButylAcetate Ethanol Water;2,5_4,5_3;0.63675336
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;7_0_3;0.74289357
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;6,5_0,5_3;1.12821683
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;6_1_3;1.35518929
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;5,5_1,5_3;1.45592053
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;5_2_3;1.43985278
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;4,5_2,5_3;1.33247011
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;4_3_3;1.15973536
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;CPME Ethanol Water;3,5_3,5_3;0.93922048
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;5_0_5;2.24343184
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4,8_0,2_5;2.17070421
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4,6_0,4_5;2.0927086
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4,4_0,6_5;2.00918199
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4,2_0,8_5;1.91970113
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;4_1_5;1.82371
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;3,8_1,2_5;1.72042182
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol AceticAcid Water;3,6_1,4_5;1.60874217
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;5_0_5;-0.22696952
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;4,5_0,5_5;-0.13328747
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;4_1_5;-0.01160616
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;3,5_1,5_5;0.16939754
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;3_2_5;0.55985261
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;2,5_2,5_5;1.8283433
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;2_3_5;1.67433796
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;MtBE Acetonitrile Water;1,5_3,5_5;1.43998536
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_0_5;-5.04910707
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_0,5_4,5;-5.11506291
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_1_4;-5.18089673
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_1,5_3,5;-5.23754561
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_2_3;-5.27672543
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_2,5_2,5;-5.29218343
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_3_2;-5.28330441
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_3,5_1,5;-5.08303949
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_4_1;-5.20559224
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_4,5_0,5;-5.16662642
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Acetonitrile Methanol;5_5_0;-5.50943893
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;5_0_5;2.24343184
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;4,5_0,5_5;2.2952165
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;4_1_5;2.34840423
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;3,5_1,5_5;2.40240654
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;3_2_5;2.45625676
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;2,5_2,5_5;2.50809995
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;2_3_5;2.55448908
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;1,5_3,5_5;2.58957624
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;1_4_5;2.60372384
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;0,5_4,5_5;2.58116827
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;1-Butanol EthylAcetate Water;0_5_5;2.49574496
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;A;2.4142283
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;C;1.77417358
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;H;0.95067354
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;K;0.42449098
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;L;0.01758091
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;M;-0.62333091
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;N;-1.28512782
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;P;-1.66933159
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;Q;-2.4201221
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;R;-3.24774829
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;T;-4.16265555
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;X;-5.853526
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;HEMWat;Z;-5.57403349
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;A;2.49612988
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;B;2.31058917
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;C;2.1011489
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;D;1.90106289
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;F;1.77199116
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;G;1.5868307
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;H;1.26426871
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;J;0.99463836
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;K;0.60168302
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;L;-0.06119737
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;M;-0.789335
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;N;-1.48098962
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;P;-2.21345093
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;Q;-2.96577492
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;R;-3.66229671
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;S;-4.14391134
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;T;-4.21361937
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;U;-4.46203137
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;V;-4.54805793
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;W;-4.60834001
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Arizona Ethanol;X;-4.61152442
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;9_0_1;-5.99711784
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;8,5_0,5_1;-5.40890414
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;8_1_1;-5.59905607
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;7,5_1,5_1;-5.63205641
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;7_2_1;-5.70945131
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;6,5_2,5_1;-5.63104794
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;6_3_1;-5.62789707
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;5,5_3,5_1;-5.60317618
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;5_4_1;-5.56422112
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;4,5_4,5_1;-5.51794806
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;4_5_1;-5.46671736
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;3,5_5,5_1;-5.41257044
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;3_6_1;-5.3565087
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Heptane Ethanol Water;4,5_5_0,5;-5.06844941
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;9_0_1;-4.84037806
COc1c(O)c2C(=O)C=C(Oc2cc1O)c(cc1)ccc1O;Beta-Pinene Ethanol Water;8,5_0,5_1;-3.27026485
